12.99722222,80.25694444
13.00638889,80.2575
13.00777778,80.20972222
13.11,80.17
13.07444444,80.21833333
13.08444444,80.21805556
13.09305556,80.19861111
13.06805556,80.27194444
13.00805556,80.235
13.12027778,80.11
13.04777778,80.205
13.05638889,80.23166667
13.10222222,80.27138889
12.99222222,80.16944444
13.08222222,80.27555556
13.06777778,80.20583333
13.01472222,80.19111111
13.06416667,80.26638889
13.07333333,80.24277778
13.07166667,80.27388889
13.085,80.22416667
13.04416667,80.25972222
13.05388889,80.25444444
13.01416667,80.20472222
13.03111111,80.23722222
13.00777778,80.2425
13.06805556,80.24861111
13.07777778,80.26166667
13.06361111,80.25722222
13.05222222,80.25111111
13.05638889,80.255
13.00472222,80.21694444
13.00833333,80.2125
13.01805556,80.20777778
13.00527778,80.24194444
12.99888889,80.25138889
13.055,80.24972222
13.04888889,80.24805556
13.05277778,80.27333333
13.03611111,80.22472222
13.00333333,80.24777778
13.00722222,80.20388889
13.05222222,80.23111111
13.11722222,80.27777778
13.06833333,80.19833333
13.0675,80.19388889
13.00666667,80.20527778
13.04388889,80.27722222
13.06361111,80.23472222
13.02,80.26
13.00638889,80.24694444
13.03888889,80.22861111
13.15138889,80.25027778
12.98472222,80.17777778
13.02027778,80.18472222
13.08611111,80.1875
12.96722222,80.22
13.08027778,80.18055556
13.08194444,80.17027778
13.04583333,80.25944444
13.03111111,80.24
12.99166667,80.19666667
13.00222222,80.25166667
13.08555556,80.27166667
13.065,80.2325
13.04138889,80.23333333
13.02916667,80.24916667
13.08722222,80.28388889
13.05583333,80.27222222
12.98972222,80.18833333
13.1075,80.22527778
13.00861111,80.24111111
13.0425,80.10083333
13.03694444,80.14861111
13.10444444,80.29194444
13.02333333,80.2275
13.01305556,80.22777778
13.06583333,80.24722222
13.03444444,80.225
13.00555556,80.19305556
13.04611111,80.25444444
13.03444444,80.23
13.05805556,80.24694444
13.03055556,80.23805556
13.03944444,80.24666667
12.98388889,80.24722222
13.05222222,80.25166667
13.08611111,80.19861111
12.98472222,80.25194444
12.98722222,80.2575
12.9875,80.25583333
12.98944444,80.24777778
13.16,80.28972222
13.12666667,80.28222222
13.06416667,80.27222222
13.05472222,80.27222222
13.10138889,80.19472222
13.04888889,80.21194444
13.05444444,80.24166667
13.04472222,80.24027778
12.97583333,80.22083333
13.11,80.20333333
13.10916667,80.2625
13.10861111,80.28111111
13.05,80.25111111
